conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,version
11487,Malaysia,Government of Malaysia,152,,Sultanate of Sulu,4006,,1,Sabah,2013,1,0,3,3/1/2013,1,3/2/2013,1,1,4/24/2013,,820,,,,820,3,19.1
229,Malaysia,Government of United Kingdom,28,,CPM,196,,1,Malaya,1948,1,0,1,6/19/1948,1,6/19/1948,1,0,,,200,,,,820,3,19.1
229,Malaysia,Government of United Kingdom,28,Government of New Zealand,CPM,196,,1,Malaya,1949,1,1,1,6/19/1948,1,6/19/1948,1,0,,,200,920,,,820,3,19.1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,Malaya,1950,2,1,1,6/19/1948,1,6/19/1948,1,0,,,200,"900, 920",,,820,3,19.1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,Malaya,1951,2,1,1,6/19/1948,1,6/19/1948,1,0,,,200,"900, 920",,,820,3,19.1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,Malaya,1952,2,1,1,6/19/1948,1,6/19/1948,1,0,,,200,"900, 920",,,820,3,19.1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,Malaya,1953,2,1,1,6/19/1948,1,6/19/1948,1,0,,,200,"900, 920",,,820,3,19.1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,Malaya,1954,1,1,1,6/19/1948,1,6/19/1948,1,0,,,200,"900, 920",,,820,3,19.1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,Malaya,1955,1,1,1,6/19/1948,1,6/19/1948,1,0,,,200,"900, 920",,,820,3,19.1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,Malaya,1956,1,1,1,6/19/1948,1,6/19/1948,1,0,,,200,"900, 920",,,820,3,19.1
229,Malaysia,Government of United Kingdom,28,"Government of Australia, Government of New Zealand",CPM,196,,1,Malaya,1957,1,1,1,6/19/1948,1,6/19/1948,1,1,8/31/1957,,200,"900, 920",,,820,3,19.1
261,Malaysia,Government of Malaysia,152,"Government of Australia, Government of New Zealand, Government of United Kingdom",CPM,196,,2,,1958,1,0,4,12/31/1957,5,12/31/1958,5,0,,,820,"900, 920, 200",,,820,3,19.1
261,Malaysia,Government of Malaysia,152,"Government of Australia, Government of New Zealand, Government of United Kingdom",CPM,196,,2,,1959,1,0,4,12/31/1957,5,12/31/1958,5,0,,,820,"900, 920, 200",,,820,3,19.1
261,Malaysia,Government of Malaysia,152,"Government of Australia, Government of New Zealand, Government of United Kingdom",CPM,196,,2,,1960,1,0,4,12/31/1957,5,12/31/1958,5,1,7/31/1960,,820,"900, 920, 200",,,820,3,19.1
261,Malaysia,Government of Malaysia,152,,CPM,196,,2,,1974,1,0,3,12/31/1957,5,1/15/1974,2,0,,,820,,,,820,3,19.1
261,Malaysia,Government of Malaysia,152,,CPM,196,,2,,1975,1,0,3,12/31/1957,5,1/15/1974,2,1,12/31/1975,,820,,,,820,3,19.1
261,Malaysia,Government of Malaysia,152,,CPM,196,,2,,1981,1,0,3,12/31/1957,5,12/31/1981,5,1,12/31/1981,,820,,,,820,3,19.1
280,Malaysia,Government of Malaysia,152,,CCO,264,,1,North Borneo,1963,1,0,3,12/31/1963,7,12/31/1963,7,0,,,820,,,,820,3,19.1
280,Malaysia,Government of Malaysia,152,,CCO,264,,1,North Borneo,1964,1,0,3,12/31/1963,7,12/31/1963,7,0,,,820,,,,820,3,19.1
280,Malaysia,Government of Malaysia,152,Government of United Kingdom,CCO,264,,1,North Borneo,1965,1,0,4,12/31/1963,7,12/31/1963,7,0,,,820,200,,,820,3,19.1
280,Malaysia,Government of Malaysia,152,Government of United Kingdom,CCO,264,,1,North Borneo,1966,1,0,4,12/31/1963,7,12/31/1963,7,1,12/31/1966,,820,200,,,820,3,19.1
11347,Mali,Government of Mali,72,,AQIM,539,,2,,2009,1,0,3,6/14/2009,2,6/16/2009,1,1,7/16/2009,,432,,,,432,4,19.1
11347,Mali,Government of Mali,72,,"Ansar Dine, Military faction (Red Berets)","1157, 1164",,2,,2012,1,0,3,6/14/2009,2,1/24/2012,1,0,,,432,,,,432,4,19.1
11347,Mali,Government of Mali,72,"Government of Bangladesh, Government of Belgium, Government of Benin, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Chad, Government of China, Government of Egypt, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Liberia, Government of Mauritania, Government of Nepal, Government of Niger, Government of Nigeria, Government of Norway, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Tajikistan, Government of Togo, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)","Ansar Dine, AQIM, MUJAO, Signed-in-Blood Battalion","1157, 539, 1161, 3481",,2,,2013,1,1,4,6/14/2009,2,1/24/2012,1,0,,,432,"771, 211, 434, 439, 516, 811, 483, 710, 651, 366, 375, 220, 260, 452, 438, 404, 325, 437, 663, 450, 435, 790, 436, 475, 385, 517, 433, 451, 380, 702, 461, 200, 2, 678",,,432,4,19.1
11347,Mali,Government of Mali,72,"Government of Bangladesh, Government of Belgium, Government of Benin, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Chad, Government of China, Government of Egypt, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Liberia, Government of Mauritania, Government of Nepal, Government of Niger, Government of Nigeria, Government of Norway, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Tajikistan, Government of Togo, Government of United Kingdom, Government of United States of America","al-Murabitun, AQIM","4376, 539",,2,,2014,1,1,4,6/14/2009,2,1/24/2012,1,0,,,432,"771, 211, 434, 439, 516, 811, 483, 710, 651, 366, 375, 220, 260, 452, 438, 404, 325, 437, 663, 450, 435, 790, 436, 475, 385, 517, 433, 451, 380, 702, 461, 200, 2",,,432,4,19.1
11347,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Madagascar, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Rumania, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)","Ansar Dine, AQIM","1157, 539",,2,,2015,1,1,4,6/14/2009,2,1/24/2012,1,0,,,432,"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 483, 710, 316, 390, 522, 490, 651, 92, 366, 375, 220, 420, 260, 452, 438, 404, 850, 325, 437, 663, 501, 367, 450, 580, 435, 790, 210, 436, 475, 385, 235, 360, 517, 433, 451, 380, 225, 461, 616, 640, 200, 2, 678",,,432,4,19.1
11347,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Congo, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Liberia, Government of Lithuania, Government of Madagascar, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Rumania, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)","Ansar Dine, AQIM","1157, 539",,2,,2016,1,1,4,6/14/2009,2,1/24/2012,1,0,,,432,"371, 305, 771, 211, 434, 760, 439, 516, 811, 471, 483, 710, 484, 316, 390, 651, 92, 366, 530, 375, 220, 420, 260, 452, 438, 404, 310, 850, 325, 437, 663, 501, 450, 368, 580, 435, 790, 210, 436, 475, 385, 235, 360, 433, 451, 380, 225, 461, 616, 640, 200, 2, 678",,,432,4,19.1
11347,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Rumania, Government of Senegal, Government of Sierra Leone, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)","AQIM, JNIM","539, 6716",,2,,2017,1,1,4,6/14/2009,2,1/24/2012,1,0,,,432,"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 483, 710, 316, 390, 651, 92, 366, 530, 375, 220, 420, 260, 452, 438, 404, 310, 850, 325, 437, 663, 501, 367, 450, 368, 435, 790, 210, 436, 475, 385, 235, 360, 433, 451, 780, 380, 225, 461, 616, 200, 2, 678",,,432,4,19.1
11347,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Canada, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Madagascar, Government of Mauritania, Government of Mexico, Government of Nepal, Government of Netherlands, Government of New Zealand, Government of Niger, Government of Nigeria, Government of Norway, Government of Pakistan, Government of Portugal, Government of Rumania, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America",JNIM,6716,,2,,2018,1,1,4,6/14/2009,2,1/24/2012,1,0,,,432,"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 20, 483, 710, 316, 390, 651, 92, 366, 530, 375, 220, 420, 260, 452, 90, 438, 310, 850, 325, 437, 663, 501, 367, 450, 368, 580, 435, 70, 790, 210, 920, 436, 475, 385, 770, 235, 360, 433, 451, 230, 780, 380, 225, 461, 616, 640, 200, 2",,,432,4,19.1
13611,Mali,Government of Mali,72,,FLM,6267,,1,Macina Empire,2015,1,0,3,1/5/2015,1,6/27/2015,1,1,10/28/2015,,432,,,,432,4,19.1
14113,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Rumania, Government of Senegal, Government of Sierra Leone, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)",IS,234,,1,Islamic State,2017,1,0,4,2/4/2017,1,7/9/2017,1,0,,,432,"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 483, 710, 316, 390, 651, 92, 366, 530, 375, 220, 420, 260, 452, 438, 404, 310, 850, 325, 437, 663, 501, 367, 450, 368, 435, 790, 210, 436, 475, 385, 235, 360, 433, 451, 780, 380, 225, 461, 616, 200, 2, 678",,,432,4,19.1
14113,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Canada, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Hungary, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Madagascar, Government of Mauritania, Government of Mexico, Government of Nepal, Government of Netherlands, Government of New Zealand, Government of Niger, Government of Nigeria, Government of Norway, Government of Pakistan, Government of Portugal, Government of Rumania, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America",IS,234,,1,Islamic State,2018,1,0,4,2/4/2017,1,7/9/2017,1,0,,,432,"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 20, 483, 710, 316, 390, 651, 92, 366, 530, 375, 220, 420, 260, 452, 90, 438, 310, 850, 325, 437, 663, 501, 367, 450, 368, 580, 435, 70, 790, 210, 920, 436, 475, 385, 770, 235, 360, 433, 451, 230, 780, 380, 225, 461, 616, 640, 200, 2",,,432,4,19.1
372,Mali,Government of Mali,72,,MPA,521,,1,Azawad,1990,1,0,3,6/28/1990,1,7/21/1990,2,1,9/4/1990,,432,,,,432,4,19.1
372,Mali,Government of Mali,72,,FIAA,522,,1,Azawad,1994,1,0,3,6/28/1990,1,10/4/1994,1,1,12/18/1994,,432,,,,432,4,19.1
372,Mali,Government of Mali,72,,ATNMC,523,,1,Azawad,2007,1,0,3,6/28/1990,1,8/31/2007,1,0,,,432,,,,432,4,19.1
372,Mali,Government of Mali,72,,ATNMC,523,,1,Azawad,2008,1,0,3,6/28/1990,1,8/31/2007,1,0,,,432,,,,432,4,19.1
372,Mali,Government of Mali,72,,ATNMC,523,,1,Azawad,2009,1,0,3,6/28/1990,1,8/31/2007,1,1,1/22/2009,,432,,,,432,4,19.1
372,Mali,Government of Mali,72,,CMA,1158,,1,Azawad,2012,1,0,3,6/28/1990,1,1/24/2012,1,1,3/31/2012,,432,,,,432,4,19.1
372,Mali,Government of Mali,72,,CMA,1158,,1,Azawad,2014,1,0,3,6/28/1990,1,5/17/2014,1,0,,,432,,,,432,4,19.1
372,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Madagascar, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Rumania, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)",CMA,1158,,1,Azawad,2015,1,0,4,6/28/1990,1,5/17/2014,1,1,5/18/2015,,432,"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 483, 710, 316, 390, 522, 490, 651, 92, 366, 375, 220, 420, 260, 452, 438, 404, 850, 325, 437, 663, 501, 367, 450, 580, 435, 790, 210, 436, 475, 385, 235, 360, 517, 433, 451, 380, 225, 461, 616, 640, 200, 2, 678",,,432,4,19.1
428,Mauritania,Government of Mauritania,74,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1975,1,0,3,12/10/1975,1,12/19/1975,2,0,,,435,,,,435,4,19.1
428,Mauritania,Government of Mauritania,74,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1976,1,0,3,12/10/1975,1,12/19/1975,2,0,,,435,,,,435,4,19.1
428,Mauritania,Government of Mauritania,74,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1977,1,1,3,12/10/1975,1,12/19/1975,2,0,,,435,,,,435,4,19.1
428,Mauritania,Government of Mauritania,74,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1978,1,1,3,12/10/1975,1,12/19/1975,2,1,12/31/1978,,435,,,,435,4,19.1
442,Mauritania,Government of Mauritania,74,Government of France,AQIM,539,,2,,2010,1,0,4,9/15/2008,1,9/18/2010,2,0,,,435,220,,,435,4,19.1
442,Mauritania,Government of Mauritania,74,,AQIM,539,,2,,2011,1,0,3,9/15/2008,1,9/18/2010,2,1,10/20/2011,,435,,,,435,4,19.1
256,"Mauritania, Morocco",Government of France,33,Government of Spain,NLA,565,,1,Morocco/Mauritania,1957,1,0,1,1/12/1957,2,1/12/1957,2,0,,,220,230,,,"435, 600",4,19.1
256,"Mauritania, Morocco",Government of France,33,Government of Spain,NLA,565,,1,Morocco/Mauritania,1958,1,0,1,1/12/1957,2,1/12/1957,2,1,6/30/1958,,220,230,,,"435, 600",4,19.1
257,"Mauritania, Morocco",Government of Spain,35,Government of France,NLA,565,,1,Morocco/Spanish territories,1957,1,0,1,11/23/1957,2,11/23/1957,2,0,,,230,220,,,"435, 600",4,19.1
257,"Mauritania, Morocco",Government of Spain,35,Government of France,NLA,565,,1,Morocco/Spanish territories,1958,1,0,1,11/23/1957,2,11/23/1957,2,1,6/30/1958,,230,220,,,"435, 600",4,19.1
400,Mexico,Government of Mexico,10,,EZLN,767,,2,,1994,1,0,3,1/1/1994,1,1/1/1994,1,1,2/23/1994,,70,,,,70,5,19.1
400,Mexico,Government of Mexico,10,,EPR,768,,2,,1996,1,0,3,1/1/1994,1,8/30/1996,2,1,12/31/1996,,70,,,,70,5,19.1
394,Moldova,Government of Moldova,55,,PMR,344,,1,Dniestr,1992,1,0,3,3/1/1992,1,3/17/1992,1,1,7/31/1992,,359,,,,359,1,19.1
244,Morocco,Government of France,33,,Istiqlal,401,,1,Morocco,1953,1,0,1,11/7/1953,1,11/7/1953,1,0,,,220,,,,600,4,19.1
244,Morocco,Government of France,33,,Istiqlal,401,,1,Morocco,1954,1,0,1,11/7/1953,1,11/7/1953,1,0,,,220,,,,600,4,19.1
244,Morocco,Government of France,33,,Istiqlal,401,,1,Morocco,1955,1,0,1,11/7/1953,1,11/7/1953,1,0,,,220,,,,600,4,19.1
244,Morocco,Government of France,33,,Istiqlal,401,,1,Morocco,1956,1,0,1,11/7/1953,1,11/7/1953,1,1,3/2/1956,,220,,,,600,4,19.1
311,Morocco,Government of Morocco,108,,Military faction (forces of Mohamed Madbouh),474,,2,,1971,1,0,3,7/10/1971,1,7/10/1971,1,1,7/11/1971,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1975,1,0,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,Government of Algeria,1,Sahrawi Arab Democratic Republic (Western Sahara),1976,1,0,4,9/1/1975,1,11/4/1975,1,0,,,600,,,615,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1977,1,0,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1978,1,0,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1979,2,1,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1980,2,1,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1981,1,1,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1982,1,1,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1983,1,1,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1984,1,1,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1985,1,1,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1986,1,1,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1987,1,1,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1988,1,1,3,9/1/1975,1,11/4/1975,1,0,,,600,,,,600,4,19.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1989,1,1,3,9/1/1975,1,11/4/1975,1,1,11/16/1989,,600,,,,600,4,19.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1964,1,0,1,11/19/1964,1,11/19/1964,1,0,,,235,,,,541,4,19.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1965,1,0,1,11/19/1964,1,11/19/1964,1,0,,,235,,,,541,4,19.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1966,1,1,1,11/19/1964,1,11/19/1964,1,0,,,235,,,,541,4,19.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1967,1,1,1,11/19/1964,1,11/19/1964,1,0,,,235,,,,541,4,19.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1968,1,1,1,11/19/1964,1,11/19/1964,1,0,,,235,,,,541,4,19.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1969,1,1,1,11/19/1964,1,11/19/1964,1,0,,,235,,,,541,4,19.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1970,1,1,1,11/19/1964,1,11/19/1964,1,0,,,235,,,,541,4,19.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1971,1,1,1,11/19/1964,1,11/19/1964,1,0,,,235,,,,541,4,19.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1972,2,1,1,11/19/1964,1,11/19/1964,1,0,,,235,,,,541,4,19.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1973,2,1,1,11/19/1964,1,11/19/1964,1,0,,,235,,,,541,4,19.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1974,1,1,1,11/19/1964,1,11/19/1964,1,1,9/7/1974,,235,,,,541,4,19.1
332,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1977,1,0,3,12/31/1977,6,12/31/1977,6,0,,,541,,,,541,4,19.1
332,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1978,1,0,3,12/31/1977,6,12/31/1977,6,0,,,541,,,,541,4,19.1
332,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1979,1,0,3,12/31/1977,6,12/31/1977,6,0,,,541,,,,541,4,19.1
332,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1980,1,0,3,12/31/1977,6,12/31/1977,6,0,,,541,,,,541,4,19.1
332,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1981,2,1,3,12/31/1977,6,12/31/1977,6,0,,,541,,,,541,4,19.1
332,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1982,2,1,3,12/31/1977,6,12/31/1977,6,0,,,541,,,,541,4,19.1
332,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1983,2,1,3,12/31/1977,6,12/31/1977,6,0,,,541,,,,541,4,19.1
332,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1984,2,1,3,12/31/1977,6,12/31/1977,6,0,,,541,,,,541,4,19.1
332,Mozambique,Government of Mozambique,100,Government of Zimbabwe (Rhodesia),Renamo,498,,2,,1985,2,1,4,12/31/1977,6,12/31/1977,6,0,,,541,552,,,541,4,19.1
332,Mozambique,Government of Mozambique,100,"Government of Tanzania, Government of Zimbabwe (Rhodesia)",Renamo,498,,2,,1986,2,1,4,12/31/1977,6,12/31/1977,6,0,,,541,"510, 552",,,541,4,19.1
332,Mozambique,Government of Mozambique,100,"Government of Tanzania, Government of Zimbabwe (Rhodesia)",Renamo,498,,2,,1987,2,1,4,12/31/1977,6,12/31/1977,6,0,,,541,"510, 552",,,541,4,19.1
332,Mozambique,Government of Mozambique,100,"Government of Tanzania, Government of Zimbabwe (Rhodesia)",Renamo,498,,2,,1988,2,1,4,12/31/1977,6,12/31/1977,6,0,,,541,"510, 552",,,541,4,19.1
